sf/16th_mississippi_PM_20120718.pdf,16th St and Mississippi St,x,2012/07/18,16:00-17:00,23,117,73,240,236,44,47,373,49,88,266,31,56,3,9,16
sf/16th_mississippi_PM_20120718.pdf,16th St and Mississippi St,x,2012/07/18,17:00-18:00,32,158,93,282,355,45,28,387,78,77,273,36,64,7,9,18
sf/16th_missouri_PM_20120830.pdf,16th St and Missouri St,x,2012/08/30,16:00-17:00,0,0,0,0,372,14,25,0,58,55,404,0,0,9,19,0
sf/16th_missouri_PM_20120830.pdf,16th St and Missouri St,x,2012/08/30,17:00-18:00,0,0,0,0,400,27,21,0,58,76,411,0,0,5,20,0
sf/16th_potrero_PM_20120221.pdf,16th St and Potrero Ave,x,2012/02/21,16:00-17:00,145,596,71,47,551,47,3,399,120,200,358,36,148,133,37,87
sf/16th_potrero_PM_20120221.pdf,16th St and Potrero Ave,x,2012/02/21,17:00-18:00,160,710,71,24,635,56,15,472,97,194,323,24,141,179,64,108
sf/16th_rhode_island_PM_20120719.pdf,16th St and Rhode Island St,x,2012/07/17,16:00-17:00,14,50,17,29,512,13,15,107,37,34,375,6,53,44,52,28
sf/16th_rhode_island_PM_20120719.pdf,16th St and Rhode Island St,x,2012/07/17,17:00-18:00,18,74,12,26,537,27,19,129,52,58,412,12,71,64,67,54
sf/16th_vermont_PM_20120718.pdf,16th St and Vermont St,x,2012/07/18,16:00-17:00,10,0,14,25,514,0,20,116,121,0,429,17,64,9,36,9
sf/16th_vermont_PM_20120718.pdf,16th St and Vermont St,x,2012/07/18,17:00-18:00,24,0,21,34,641,0,26,146,145,0,422,23,91,10,61,6
sf/17th_mississippi_PM_20120718.pdf,17th St and Mississippi St,x,2012/07/18,16:00-17:00,20,233,18,219,81,13,5,234,74,99,11,32,23,12,21,13
sf/17th_mississippi_PM_20120718.pdf,17th St and Mississippi St,x,2012/07/18,17:00-18:00,11,252,14,237,99,3,5,234,77,98,20,27,8,17,14,17
sf/17th_missouri_PM_20120830.pdf,17th St and Missouri St,x,2012/08/30,16:00-17:00,9,52,14,27,159,2,4,46,21,11,133,7,16,2,29,6
sf/17th_missouri_PM_20120830.pdf,17th St and Missouri St,x,2012/08/30,17:00-18:00,13,65,20,23,159,3,4,44,26,16,147,6,18,2,21,5
sf/17th_texas_PM_20120718.pdf,17th St and Texas St,x,2012/07/18,16:00-17:00,0,0,0,0,168,6,9,0,27,22,134,0,0,9,13,2
sf/17th_texas_PM_20120718.pdf,17th St and Texas St,x,2012/07/18,17:00-18:00,0,0,0,0,181,5,12,0,25,27,135,0,0,2,7,0
sf/3rd_16th_PM_20120718.pdf,3rd St and 16th St,x,2012/07/18,16:00-17:00,77,272,5,48,56,4,2,584,215,192,26,101,34,24,14,6
sf/3rd_16th_PM_20120718.pdf,3rd St and 16th St,x,2012/07/18,17:00-18:00,125,364,9,58,69,7,7,500,219,274,42,92,18,25,20,20
sf/7th_brannan_PM_20120718.pdf,7th St and Brannan St,x,2012/07/18,16:00-17:00,0,0,0,188,307,64,76,841,44,147,609,197,52,71,30,56
sf/7th_brannan_PM_20120718.pdf,7th St and Brannan St,x,2012/07/18,17:00-18:00,0,0,0,188,387,84,95,962,61,153,687,197,106,117,63,99
http://www.sf-planning.org/ftp/files/MEA/2005.0555E_CPMC_DEIR_Vol3_pt4.pdf,Franklin St and Geary St,x,2010/07/21,12:00-13:00,,,,,,,,,,,,,34,72,37,40
http://www.sf-planning.org/ftp/files/MEA/2005.0555E_CPMC_DEIR_Vol3_pt4.pdf,Franklin St and Post St,x,2010/07/21,12:00-13:00,,,,,,,,,,,,,130,101,118,97
http://www.sf-planning.org/ftp/files/MEA/2005.0555E_CPMC_DEIR_Vol3_pt4.pdf,Franklin St and Post St,x,2010/07/21,16:00-17:00,,,,,,,,,,,,,135,64,96,90
http://www.sf-planning.org/ftp/files/MEA/2005.0555E_CPMC_DEIR_Vol3_pt4.pdf,Van Ness Ave and O'Farrell St,x,2010/07/21,12:00-13:00,,,,,,,,,,,,,118,358,144,211
http://www.sf-planning.org/ftp/files/MEA/2005.0555E_CPMC_DEIR_Vol3_pt4.pdf,Van Ness Ave and Geary St,x,2010/07/21,12:00-13:00,,,,,,,,,,,,,117,511,79,294
http://www.sf-planning.org/ftp/files/MEA/2005.0555E_CPMC_DEIR_Vol3_pt4.pdf,Van Ness Ave and Geary St,x,2010/07/21,16:00-17:00,,,,,,,,,,,,,258,485,109,425
http://www.sf-planning.org/ftp/files/MEA/2005.0555E_CPMC_DEIR_Vol3_pt4.pdf,Van Ness Ave and Post St,x,2010/07/21,12:00-13:00,,,,,,,,,,,,,147,371,109,239
http://www.sf-planning.org/ftp/files/MEA/2005.0555E_CPMC_DEIR_Vol3_pt4.pdf,Van Ness Ave and Post St,x,2010/07/21,16:00-17:00,,,,,,,,,,,,,194,480,212,302
http://www.sf-planning.org/ftp/files/MEA/2005.0555E_CPMC_DEIR_Vol3_pt4.pdf,Van Ness Ave and Sutter St,x,2010/07/21,12:00-13:00,,,,,,,,,,,,,256,110,304,99
